Date,Invoice Value
21-12-2019,7.92
22-12-2019,8.09
23-12-2019,8.36
24-12-2019,8.3
25-12-2019,8.28
26-12-2019,8.36
27-12-2019,8.6
28-12-2019,8.08
29-12-2019,9.03
30-12-2019,10.28
31-12-2019,9.27
01-01-2020,8.71
02-01-2020,8.23
03-01-2020,7.88
04-01-2020,7.81
05-01-2020,7.93
06-01-2020,8.41
07-01-2020,8.16
08-01-2020,7.86
09-01-2020,7.91
10-01-2020,7.81
11-01-2020,7.51
12-01-2020,8.2
13-01-2020,7.82
14-01-2020,7.8
15-01-2020,7.76
16-01-2020,7.7
17-01-2020,8.06
18-01-2020,7.35
19-01-2020,7.48
20-01-2020,7.54
21-01-2020,7.7
22-01-2020,7.5
23-01-2020,7.4
24-01-2020,7.04
25-01-2020,7.05
26-01-2020,7.36
27-01-2020,7.62
28-01-2020,7.8
29-01-2020,8.43
30-01-2020,7.92
31-01-2020,7.24
01-02-2020,7.21
02-02-2020,7.56
03-02-2020,7.58
04-02-2020,7.68
05-02-2020,7.61
06-02-2020,7.7
07-02-2020,7.15
08-02-2020,7.04
09-02-2020,7.34
10-02-2020,7.48
11-02-2020,7.35
12-02-2020,7.42
13-02-2020,7.29
14-02-2020,6.82
15-02-2020,6.91
16-02-2020,7.32
17-02-2020,7.99
18-02-2020,7.71
19-02-2020,7.28
20-02-2020,7.31
21-02-2020,6.91
22-02-2020,7.87
23-02-2020,7.09
24-02-2020,7.27
25-02-2020,7.21
26-02-2020,7.17
27-02-2020,7.21
28-02-2020,6.83
29-02-2020,6.8
01-03-2020,7.16
02-03-2020,7.05
03-03-2020,7.09
04-03-2020,7.23
05-03-2020,7.28
06-03-2020,6.7
07-03-2020,7.03
08-03-2020,7.17
09-03-2020,7.22
10-03-2020,7.34
11-03-2020,7.36
12-03-2020,7.26
13-03-2020,6.81
14-03-2020,7.32
15-03-2020,7.64
16-03-2020,7.41
17-03-2020,7.57
18-03-2020,7.49
19-03-2020,7.33
20-03-2020,7.21
21-03-2020,7.09
22-03-2020,7.33
23-03-2020,7.36
24-03-2020,7.46
25-03-2020,7.57
26-03-2020,7.75
27-03-2020,7.14
28-03-2020,6.9
29-03-2020,7.33
30-03-2020,7.22
31-03-2020,7.74
01-04-2020,7.36
02-04-2020,7.29
03-04-2020,7.04
04-04-2020,6.93
05-04-2020,7.31
06-04-2020,7.69
07-04-2020,7.48
08-04-2020,7.27
09-04-2020,7.31
10-04-2020,6.74
11-04-2020,6.81
12-04-2020,7.14
13-04-2020,7.19
14-04-2020,7.14
15-04-2020,8.76
16-04-2020,8.28
17-04-2020,7.44
18-04-2020,7.16
19-04-2020,7.04
20-04-2020,7.17
21-04-2020,7.41
22-04-2020,7.26
23-04-2020,7.28
24-04-2020,6.73
25-04-2020,6.93
26-04-2020,7.07
27-04-2020,7.2
28-04-2020,7.16
29-04-2020,7.07
30-04-2020,6.91
01-05-2020,6.68
02-05-2020,6.52
03-05-2020,7.04
04-05-2020,7.04
05-05-2020,6.92
06-05-2020,7.06
07-05-2020,6.86
08-05-2020,6.64
09-05-2020,6.53
10-05-2020,6.89
11-05-2020,6.93
12-05-2020,7
13-05-2020,6.87
14-05-2020,6.89
15-05-2020,6.44
16-05-2020,6.84
17-05-2020,7.27
18-05-2020,7.08
19-05-2020,7.34
20-05-2020,7.29
21-05-2020,7.27
22-05-2020,7.45
23-05-2020,6.69
24-05-2020,6.96
25-05-2020,7.02
26-05-2020,6.79
27-05-2020,6.82
28-05-2020,6.62
29-05-2020,6.47
30-05-2020,6.5
31-05-2020,6.86
01-06-2020,6.88
02-06-2020,7
03-06-2020,7.15
04-06-2020,7.2
05-06-2020,6.71
06-06-2020,6.98
07-06-2020,7.13
08-06-2020,7.09
09-06-2020,7.2
10-06-2020,8.09
11-06-2020,7.39
12-06-2020,7.05
13-06-2020,7.2
14-06-2020,7.44
15-06-2020,7.42
16-06-2020,7.47
17-06-2020,7.39
18-06-2020,7.19
19-06-2020,6.86
20-06-2020,6.83
21-06-2020,7.29
22-06-2020,7.22
23-06-2020,7.24
24-06-2020,7.31
25-06-2020,7.32
26-06-2020,6.96
27-06-2020,6.83
28-06-2020,7.18
29-06-2020,7.28
30-06-2020,7.27
01-07-2020,7.82
02-07-2020,7.42
03-07-2020,7.01
04-07-2020,7.07
05-07-2020,7.27
06-07-2020,7.6
07-07-2020,7.56
08-07-2020,7.58
09-07-2020,7.29
10-07-2020,7.33
11-07-2020,7.22
12-07-2020,7.43
13-07-2020,7.75
14-07-2020,7.63
15-07-2020,7.73
16-07-2020,7.82
17-07-2020,7.23
18-07-2020,7.48
19-07-2020,7.86
20-07-2020,7.95
21-07-2020,7.77
22-07-2020,7.58
23-07-2020,7.55
24-07-2020,7.29
25-07-2020,7.79
26-07-2020,7.66
27-07-2020,7.53
28-07-2020,7.67
29-07-2020,8.07
30-07-2020,8.15
31-07-2020,7.73
01-08-2020,7.72
02-08-2020,7.68
03-08-2020,7.9
04-08-2020,8.08
05-08-2020,8.19
06-08-2020,8.67
07-08-2020,7.84
08-08-2020,8.78
09-08-2020,9.06
10-08-2020,8.42
11-08-2020,8.07
12-08-2020,8.4
13-08-2020,9.72
14-08-2020,8.11
15-08-2020,8.43
16-08-2020,8.55
17-08-2020,8.32
18-08-2020,8.01
19-08-2020,8.12
20-08-2020,8.58
21-08-2020,7.61
22-08-2020,8.41
23-08-2020,9.54
24-08-2020,8.56
25-08-2020,8.14
26-08-2020,7.99
27-08-2020,7.89
28-08-2020,7.46
29-08-2020,8.38
30-08-2020,8.73
31-08-2020,8.08
01-09-2020,7.8
02-09-2020,7.75
03-09-2020,7.92
04-09-2020,7.36
05-09-2020,8.17
06-09-2020,8.26
07-09-2020,7.85
08-09-2020,7.74
09-09-2020,7.83
10-09-2020,7.36
11-09-2020,8.3
12-09-2020,8.74
13-09-2020,8.4
14-09-2020,7.78
15-09-2020,7.93
16-09-2020,7.86
17-09-2020,7.94
18-09-2020,8.2
19-09-2020,8.43
20-09-2020,8.06
21-09-2020,7.81
22-09-2020,7.79
23-09-2020,8.11
24-09-2020,7.62
25-09-2020,8.09
26-09-2020,9.39
27-09-2020,8.45
28-09-2020,8.09
29-09-2020,7.99
30-09-2020,8.33
01-10-2020,7.64
02-10-2020,8.49
03-10-2020,9.16
04-10-2020,8.19
05-10-2020,7.83
06-10-2020,7.96
07-10-2020,7.67
08-10-2020,7.16
09-10-2020,7.9
10-10-2020,9.63
11-10-2020,8.85
12-10-2020,8.38
13-10-2020,8.16
14-10-2020,8.05
15-10-2020,7.56
16-10-2020,8.26
17-10-2020,8.67
18-10-2020,8.31
19-10-2020,8.06
20-10-2020,7.87
21-10-2020,8.2
22-10-2020,7.59
23-10-2020,8.02
24-10-2020,12.15
25-10-2020,11.52
26-10-2020,8.71
27-10-2020,8.06
28-10-2020,8.08
29-10-2020,7.46
30-10-2020,8.01
31-10-2020,8.5
01-11-2020,7.98
02-11-2020,7.78
03-11-2020,8.26
04-11-2020,7.87
05-11-2020,7.31
06-11-2020,7.72
07-11-2020,8.32
08-11-2020,8.24
09-11-2020,7.81
10-11-2020,7.59
11-11-2020,7.53
12-11-2020,7.17
13-11-2020,7.89
14-11-2020,8.36
15-11-2020,8.11
16-11-2020,7.78
17-11-2020,7.35
18-11-2020,7.3
19-11-2020,7.12
20-11-2020,8.88
21-11-2020,9.25
22-11-2020,9.25
23-11-2020,8.39
24-11-2020,8
25-11-2020,7.59
26-11-2020,7.83
27-11-2020,8.25
28-11-2020,9.3
29-11-2020,8.57
30-11-2020,8.35
01-12-2020,8.3
02-12-2020,8.29
03-12-2020,7.79
04-12-2020,8.28
05-12-2020,8.47
06-12-2020,8.14
07-12-2020,8.07
08-12-2020,8.02
09-12-2020,8.02
10-12-2020,7.82
11-12-2020,9.27
12-12-2020,10.33
13-12-2020,9.13
14-12-2020,8.89
